Timestamp,TradeID,Symbol,Direction,Entry,Exit,Outcome,Pips,DonchianUpper,DonchianLower,MACD_Main,MACD_Signal,MACD_Hist,RSI,RSI_Status,SMA_9,SMA_21,SMA_Alignment
2025-06-21 15:38:12,Volatility 10 Index_20250621153525,Volatility 10 Index,BUY,6370.66,6368.81933,SL without TP (Loss),-1.8406699999995908,6376.004,6370.482,-0.7907283173663018,-0.47668618149454967,-0.3140421358717521,26.102609051755365,Oversold,6372.402888888889,6373.519857142858,Bearish
2025-06-21 15:39:51,Volatility 25 (1s) Index_20250621153351,Volatility 25 (1s) Index,BUY,620999.09,620397.29333,SL without TP (Loss),-601.7966699999524,622761.77,620956.38,-313.58453990577254,-188.39641553164748,-125.18812437412507,26.516534343564672,Oversold,621425.4766666667,621922.5738095238,Bearish
2025-06-21 15:47:11,Volatility 100 (1s) Index_20250621154253,Volatility 100 (1s) Index,BUY,511.54,514.78,TP1,3.2399999999999523,514.63,511.39,-0.6500457375431097,-0.5604845909410411,-0.0895611466020686,31.890993710283894,Neutral,513.0911111111112,513.2795238095239,Bearish
2025-06-21 15:49:19,Volatility 50 Index_20250621154502,Volatility 50 Index,BUY,139.5989,139.41487,SL without TP (Loss),-0.1840299999999786,140.133,139.5809,-0.0926126702048009,-0.06421794687110811,-0.028394723333692792,37.54331540552857,Neutral,139.6834111111111,139.84361904761906,Bearish
2025-06-21 16:00:10,Jump 75 Index_20250621155456,Jump 75 Index,BUY,16674.87,16618.03667,SL without TP (Loss),-56.83332999999766,16842.18,16671.68,-29.141597104164248,-25.116960390034635,-4.024636714129613,29.93595661850007,Oversold,16703.998888888887,16742.16904761905,Bearish
2025-06-21 16:01:44,Volatility 100 Index_20250621154357,Volatility 100 Index,SELL,1323.73,1311.59,TP1,12.1400000000001,1323.73,1311.59,1.9572831530622352,1.6003874947400747,0.3568956583221605,66.42176485922894,Neutral,1318.493333333333,1316.4761904761904,Bullish
2025-06-21 16:04:23,Volatility 10 Index_20250621155019,Volatility 10 Index,BUY,6366.402,6364.015,SL without TP (Loss),-2.3869999999997162,6373.385,6366.224,-1.361949122153419,-1.1436091287431387,-0.21833999341028032,24.64743866657527,Oversold,6369.1412222222225,6369.900333333334,Bearish
2025-06-21 16:11:08,Volatility 10 (1s) Index_20250621153842,Volatility 10 (1s) Index,BUY,9110.8,9107.31333,SL without TP (Loss),-3.486669999998412,9121.01,9110.55,-2.7142753919324605,-2.4715452998064205,-0.24273009212604002,26.095572595684274,Oversold,9112.91111111111,9115.615714285714,Bearish
2025-06-21 16:16:53,Volatility 100 (1s) Index_20250621154253,Volatility 100 (1s) Index,BUY,511.54,516.78232,TP2,5.2423200000000065,514.63,511.39,-0.6500457375431097,-0.5604845909410411,-0.0895611466020686,31.890993710283894,Neutral,513.0911111111112,513.2795238095239,Bearish
2025-06-21 16:21:33,Jump 50 Index_20250621160215,Jump 50 Index,BUY,36202.22,36130.53667,SL without TP (Loss),-71.68332999999984,36411.66,36196.61,-24.905469103330688,-17.209634040549794,-7.695835062780894,35.67152526006434,Neutral,36246.98888888889,36293.66238095238,Bearish
2025-06-21 16:25:44,Volatility 75 (1s) Index_20250621161924,Volatility 75 (1s) Index,BUY,5235.47,5257.93,TP1,22.460000000000036,5256.97,5234.51,-2.659553510347905,-1.9936676331353187,-0.6658858772125864,37.88996298380504,Neutral,5245.742222222221,5245.310476190476,Bullish
2025-06-21 16:26:47,Jump 10 Index_20250621160759,Jump 10 Index,BUY,87956.85,87855.09,SL without TP (Loss),-101.76000000000931,88259.58,87954.3,-54.68342587404186,-31.137060364122334,-23.546365509919525,16.953181367769318,Oversold,88094.53777777779,88173.82095238095,Bearish
2025-06-21 16:28:26,Volatility 50 Index_20250621155600,Volatility 50 Index,BUY,139.2389,139.042,SL without TP (Loss),-0.1968999999999994,139.8116,139.2209,-0.13009061771253982,-0.1125233605847332,-0.01756725712780663,31.341874102158172,Neutral,139.45006666666666,139.5774095238095,Bearish
2025-06-21 16:29:29,Step Index_20250621162437,Step Index,BUY,8529.2,8527.13333,SL without TP (Loss),-2.0666700000001583,8535.2,8529.0,-0.9273663091571507,-0.6740418098127283,-0.25332449934442236,32.762499250499346,Neutral,8531.177777777779,8532.161904761906,Bearish
2025-06-21 16:32:47,Volatility 100 Index_20250621154357,Volatility 100 Index,SELL,1323.73,1304.08748,TP2,19.642520000000104,1323.73,1311.59,1.9572831530622352,1.6003874947400747,0.3568956583221605,66.42176485922894,Neutral,1318.493333333333,1316.4761904761904,Bullish
2025-06-21 16:34:26,Volatility 75 (1s) Index_20250621161924,Volatility 75 (1s) Index,BUY,5235.47,5227.98333,SL after TP (Win),-7.486670000000231,5256.97,5234.51,-2.659553510347905,-1.9936676331353187,-0.6658858772125864,37.88996298380504,Neutral,5245.742222222221,5245.310476190476,Bullish
2025-06-21 16:37:41,Volatility 50 Index_20250621163000,Volatility 50 Index,BUY,138.9009,138.64883,SL without TP (Loss),-0.25207000000000335,139.6391,138.8829,-0.1449937312484053,-0.10696711595805944,-0.03802661529034587,27.70958849114608,Oversold,139.05635555555557,139.29861428571428,Bearish
2025-06-21 16:45:47,Volatility 50 (1s) Index_20250621164348,Volatility 50 (1s) Index,SELL,221289.29,221595.87333,SL without TP (Loss),-306.583329999994,221289.29,220369.54,212.92702316876967,168.4003897896595,44.526633379110166,69.00774861152279,Neutral,220989.43444444446,220786.1057142857,Bullish
2025-06-21 16:48:12,Volatility 10 Index_20250621160524,Volatility 10 Index,BUY,6362.971,6371.326,TP1,8.355000000000473,6371.148,6362.793,-1.6748809294422244,-1.4579674139659864,-0.21691351547623805,26.49527309801053,Oversold,6365.220777777777,6366.448095238095,Bearish
2025-06-21 16:48:52,Volatility 10 (1s) Index_20250621161444,Volatility 10 (1s) Index,BUY,9103.13,9099.02667,SL without TP (Loss),-4.103329999999914,9115.19,9102.88,-2.794747704236215,-2.024967150906634,-0.7697805533295812,21.32248670951499,Oversold,9106.21222222222,9110.041904761905,Bearish
2025-06-21 16:52:25,Jump 10 Index_20250621162717,Jump 10 Index,BUY,87829.22,87782.77667,SL without TP (Loss),-46.4433299999946,87966.0,87826.67,-61.302204859632184,-57.037203890913574,-4.26500096871861,11.495858492302546,Oversold,87912.01111111112,87934.60476190476,Bearish
2025-06-21 17:04:37,Volatility 25 Index_20250621164016,Volatility 25 Index,BUY,2784.915,2782.925,SL without TP (Loss),-1.9899999999997817,2790.689,2784.719,-0.6484910161066182,-0.3248285353031774,-0.3236624808034408,35.135915634232816,Neutral,2786.4833333333336,2787.7124285714285,Bearish
2025-06-21 17:16:56,Volatility 10 (1s) Index_20250621164953,Volatility 10 (1s) Index,BUY,9095.99,9092.82333,SL without TP (Loss),-3.166670000000522,9105.24,9095.74,-1.8680679457684164,-1.219517074790414,-0.6485508709780023,20.684375162370188,Oversold,9100.584444444445,9102.188095238094,Bearish
2025-06-21 17:21:04,Jump 100 Index_20250621162404,Jump 100 Index,BUY,3525.86,3562.12,TP1,36.25999999999976,3561.15,3524.89,-5.573060057376551,-3.762614209416763,-1.8104458479597882,35.01455038165291,Neutral,3530.9977777777776,3541.3614285714284,Bearish
2025-06-21 17:23:12,Jump 10 Index_20250621170945,Jump 10 Index,BUY,87682.07,87830.84,TP1,148.76999999998952,87828.29,87679.52,-28.855416525533656,-17.7802434071572,-11.075173118376455,21.73906307984244,Oversold,87769.07888888888,87784.33142857143,Bearish
2025-06-21 17:24:15,Volatility 25 Index_20250621172204,Volatility 25 Index,BUY,2778.106,2776.181,SL without TP (Loss),-1.925000000000182,2783.685,2777.91,-1.2676627843925417,-1.060786229752947,-0.20687655463959476,34.47618523419928,Neutral,2779.904222222222,2780.7590000000005,Bearish
2025-06-21 17:28:26,Volatility 50 Index_20250621164617,Volatility 50 Index,BUY,138.0357,137.65543,SL without TP (Loss),-0.3802699999999959,139.1585,138.0177,-0.28547546388023193,-0.230866672867656,-0.05460879101257593,18.37237894283146,Oversold,138.3442,138.67688571428573,Bearish
2025-06-21 17:34:36,Jump 25 Index_20250621172546,Jump 25 Index,SELL,130190.05,130317.18,SL without TP (Loss),-127.1299999999901,130191.32,129809.93,59.93807520036353,36.34074177137981,23.597333428983717,70.77954600452159,Overbought,130041.7977777778,129958.55857142857,Bullish
2025-06-21 17:42:15,Volatility 100 Index_20250621154357,Volatility 100 Index,SELL,1323.73,1291.94748,TP3,31.782519999999977,1323.73,1311.59,1.9572831530622352,1.6003874947400747,0.3568956583221605,66.42176485922894,Neutral,1318.493333333333,1316.4761904761904,Bullish
2025-06-21 17:43:51,Step Index_20250621172649,Step Index,SELL,8531.9,8533.66667,SL without TP (Loss),-1.766670000000886,8531.9,8526.6,0.5706129500977113,0.4954004165241201,0.0752125335735912,64.63459324754743,Neutral,8530.388888888889,8529.861904761905,Bullish
2025-06-21 17:48:55,Volatility 50 (1s) Index_20250621170707,Volatility 50 (1s) Index,SELL,221943.3,221114.25,TP1,829.0499999999884,221943.3,221114.25,167.84975085809128,154.45451626269352,13.395234595397767,64.34545777309326,Neutral,221568.49,221486.0276190476,Bullish
2025-06-21 17:50:32,Volatility 75 (1s) Index_20250621165428,Volatility 75 (1s) Index,SELL,5266.01,5219.9,TP1,46.11000000000058,5266.01,5219.9,5.545462224608855,2.9845115786799186,2.560950645928936,64.17503404468971,Neutral,5256.984444444444,5245.34380952381,Bullish
2025-06-21 17:51:35,Volatility 25 Index_20250621173200,Volatility 25 Index,BUY,2772.403,2768.86267,SL without TP (Loss),-3.5403299999998126,2782.828,2772.207,-2.5622145856950738,-2.247807636203772,-0.31440694949130155,27.45230227697212,Oversold,2773.423555555555,2777.114238095238,Bearish
2025-06-21 17:58:49,Volatility 75 (1s) Index_20250621165428,Volatility 75 (1s) Index,SELL,5266.01,5191.40402,TP2,74.60598000000027,5266.01,5219.9,5.545462224608855,2.9845115786799186,2.560950645928936,64.17503404468971,Neutral,5256.984444444444,5245.34380952381,Bullish
2025-06-21 18:03:30,Volatility 50 Index_20250621175609,Volatility 50 Index,SELL,138.3421,138.54597,SL without TP (Loss),-0.2038700000000233,138.3421,137.7305,0.10188438374885322,0.055659190116283314,0.04622519363256991,69.63445756731306,Neutral,138.12975555555556,137.99801904761904,Bullish
2025-06-21 18:08:33,Jump 25 Index_20250621174245,Jump 25 Index,SELL,130596.32,130803.88333,SL without TP (Loss),-207.56332999998995,130597.59,129974.9,145.91377253811515,129.54595388852337,16.367818649591783,77.05048375671973,Overbought,130500.53111111111,130325.63333333333,Bullish
2025-06-21 18:10:37,Volatility 10 Index_20250621160524,Volatility 10 Index,BUY,6362.971,6360.186,SL after TP (Win),-2.7849999999998545,6371.148,6362.793,-1.6748809294422244,-1.4579674139659864,-0.21691351547623805,26.49527309801053,Oversold,6365.220777777777,6366.448095238095,Bearish
2025-06-21 18:11:41,Volatility 50 (1s) Index_20250621170707,Volatility 50 (1s) Index,SELL,221943.3,222219.65,SL after TP (Win),-276.3500000000058,221943.3,221114.25,167.84975085809128,154.45451626269352,13.395234595397767,64.34545777309326,Neutral,221568.49,221486.0276190476,Bullish
2025-06-21 18:19:52,Jump 100 Index_20250621162404,Jump 100 Index,BUY,3525.86,3513.77333,SL after TP (Win),-12.08667000000014,3561.15,3524.89,-5.573060057376551,-3.762614209416763,-1.8104458479597882,35.01455038165291,Neutral,3530.9977777777776,3541.3614285714284,Bearish
2025-06-21 18:25:33,Volatility 10 (1s) Index_20250621180153,Volatility 10 (1s) Index,BUY,9081.5,9078.87333,SL without TP (Loss),-2.626669999999649,9089.13,9081.25,-1.8985403939168464,-1.8353493109299979,-0.0631910829868485,35.246846555701566,Neutral,9082.78,9084.680000000002,Bearish
2025-06-21 18:29:43,Step Index_20250621181412,Step Index,BUY,8525.0,8532.5,TP1,7.5,8532.3,8524.8,-1.6067402040025627,-1.196591207430552,-0.41014899657201065,23.531948644753882,Oversold,8526.022222222222,8528.714285714286,Bearish
2025-06-21 18:31:17,Volatility 75 Index_20250621171826,Volatility 75 Index,BUY,107971.7,109038.74,TP1,1067.0400000000081,109007.76,107940.72,-225.04894484754186,-223.05628296142666,-1.9926618861152008,34.341449216075006,Neutral,108092.35333333333,108332.11142857143,Bearish
2025-06-21 18:38:01,Volatility 50 Index_20250621182804,Volatility 50 Index,SELL,139.4616,139.84983,SL without TP (Loss),-0.38822999999999297,139.4616,138.2969,0.25586248212638907,0.18822730514612182,0.06763517698026725,80.57245814512218,Overbought,139.07416666666666,138.77324285714283,Bullish
2025-06-21 18:44:42,Volatility 25 Index_20250621183522,Volatility 25 Index,SELL,2775.021,2777.25867,SL without TP (Loss),-2.23766999999998,2775.021,2768.308,1.0969860307932322,1.0199410132632267,0.07704501753000548,64.92213896965234,Neutral,2773.0254444444445,2772.175142857143,Bullish
2025-06-21 18:47:22,Volatility 25 (1s) Index_20250621171349,Volatility 25 (1s) Index,BUY,619233.83,621144.98,TP1,1911.1500000000233,621102.27,619191.12,-293.7443428589031,-162.3919625035167,-131.3523803553864,29.85649255767771,Oversold,619827.8466666667,620330.7942857143,Bearish
